marital,age,happy,income,health
married,28.0,pretty happy,"$20,000 to $24,999",fair
married,34.0,pretty happy,"$25,000 or more",
never married,25.0,not too happy,"$25,000 or more",excellent
married,41.0,pretty happy,"$25,000 or more",
never married,32.0,pretty happy,"$15,000 to $19,999",fair
married,55.0,not too happy,"$25,000 or more",good
divorced,35.0,pretty happy,"$25,000 or more",
married,68.0,very happy,,excellent
widowed,76.0,pretty happy,"$1,000 to $2,999",
married,36.0,pretty happy,"$25,000 or more",excellent
never married,31.0,pretty happy,,good
married,36.0,very happy,"$20,000 to $24,999",
married,74.0,very happy,"$20,000 to $24,999",good
married,49.0,very happy,"$25,000 or more",good
married,45.0,very happy,,
divorced,42.0,very happy,,excellent
never married,71.0,pretty happy,"$8,000 to $9,999",fair
divorced,40.0,pretty happy,"$15,000 to $19,999",
married,39.0,very happy,"$25,000 or more",excellent
married,68.0,not too happy,"$10,000 to $14,999",good
married,73.0,pretty happy,"$25,000 or more",
never married,32.0,pretty happy,"$20,000 to $24,999",good
never married,25.0,pretty happy,"$20,000 to $24,999",good
never married,30.0,pretty happy,"$10,000 to $14,999",good
married,40.0,very happy,,good
never married,42.0,not too happy,"$25,000 or more",
never married,20.0,very happy,"$15,000 to $19,999",good
married,37.0,not too happy,"$25,000 or more",good
never married,28.0,pretty happy,"$15,000 to $19,999",
never married,23.0,pretty happy,"$25,000 or more",
married,37.0,very happy,"$25,000 or more",fair
never married,22.0,very happy,"$25,000 or more",good
married,48.0,pretty happy,"$25,000 or more",excellent
married,74.0,pretty happy,"$7,000 to $7,999",
married,40.0,pretty happy,,good
widowed,80.0,pretty happy,"$10,000 to $14,999",excellent
separated,35.0,pretty happy,"$15,000 to $19,999",
divorced,31.0,not too happy,"$5,000 to $5,999",fair
separated,32.0,very happy,,
never married,23.0,pretty happy,"$25,000 or more",good
never married,30.0,not too happy,"$10,000 to $14,999",good
separated,32.0,not too happy,"$3,000 to $3,999",fair
married,63.0,very happy,"$25,000 or more",excellent
married,29.0,pretty happy,"$25,000 or more",good
never married,77.0,very happy,"$8,000 to $9,999",excellent
married,32.0,pretty happy,"$25,000 or more",
separated,31.0,pretty happy,"$10,000 to $14,999",fair
widowed,84.0,very happy,,
never married,21.0,pretty happy,"$5,000 to $5,999",good
married,29.0,pretty happy,"$25,000 or more",excellent
married,33.0,very happy,"$20,000 to $24,999",
married,34.0,very happy,"$25,000 or more",excellent
never married,30.0,pretty happy,"$10,000 to $14,999",good
widowed,82.0,pretty happy,"$25,000 or more",
widowed,68.0,pretty happy,"$25,000 or more",
married,44.0,pretty happy,"$25,000 or more",excellent
widowed,76.0,pretty happy,,good
married,30.0,pretty happy,"$20,000 to $24,999",
married,65.0,pretty happy,,good
married,31.0,very happy,"$25,000 or more",excellent
divorced,37.0,not too happy,"$10,000 to $14,999",
never married,26.0,pretty happy,"$25,000 or more",excellent
married,78.0,not too happy,"$10,000 to $14,999",
never married,31.0,very happy,"$25,000 or more",excellent
married,50.0,pretty happy,"$25,000 or more",
never married,24.0,pretty happy,"$25,000 or more",excellent
married,49.0,very happy,"$25,000 or more",good
married,37.0,very happy,"$25,000 or more",fair
married,44.0,pretty happy,"$25,000 or more",
married,44.0,very happy,"$25,000 or more",excellent
married,35.0,very happy,"$25,000 or more",good
widowed,74.0,pretty happy,,
married,72.0,pretty happy,"$20,000 to $24,999",good
married,33.0,pretty happy,"$25,000 or more",
married,25.0,very happy,"$25,000 or more",good
married,77.0,pretty happy,"$25,000 or more",
married,44.0,very happy,"$25,000 or more",good
never married,42.0,not too happy,"$15,000 to $19,999",fair
widowed,43.0,pretty happy,"$3,000 to $3,999",good
married,36.0,pretty happy,"$25,000 or more",
married,43.0,very happy,"$25,000 or more",good
never married,53.0,pretty happy,"$25,000 or more",good
divorced,41.0,pretty happy,"$20,000 to $24,999",good
married,53.0,pretty happy,"$25,000 or more",excellent
widowed,62.0,not too happy,"$25,000 or more",
married,55.0,pretty happy,"$25,000 or more",fair
married,62.0,pretty happy,"$25,000 or more",good
married,72.0,pretty happy,,
never married,26.0,pretty happy,"$25,000 or more",excellent
married,38.0,very happy,"$25,000 or more",good
separated,42.0,pretty happy,"$20,000 to $24,999",
married,27.0,very happy,"$25,000 or more",good
married,42.0,pretty happy,"$25,000 or more",fair
married,25.0,not too happy,"$15,000 to $19,999",
married,48.0,pretty happy,"$25,000 or more",fair
married,47.0,pretty happy,"$25,000 or more",good
never married,19.0,,"$1,000 to $2,999",fair
married,28.0,pretty happy,"$25,000 or more",excellent
married,65.0,pretty happy,"$25,000 or more",
married,67.0,very happy,,excellent
married,60.0,pretty happy,"$25,000 or more",poor
never married,37.0,pretty happy,"$10,000 to $14,999",
married,67.0,pretty happy,"$25,000 or more",good
never married,19.0,pretty happy,"$15,000 to $19,999",fair
married,33.0,pretty happy,"$25,000 or more",excellent
married,44.0,pretty happy,"$25,000 or more",
married,42.0,pretty happy,"$25,000 or more",fair
married,48.0,pretty happy,"$25,000 or more",good
married,67.0,very happy,"$25,000 or more",
married,37.0,pretty happy,"$25,000 or more",good
married,41.0,pretty happy,"$25,000 or more",excellent
married,52.0,pretty happy,"$25,000 or more",
married,38.0,very happy,"$25,000 or more",good
married,43.0,pretty happy,"$10,000 to $14,999",excellent
married,31.0,pretty happy,"$25,000 or more",fair
married,35.0,very happy,"$25,000 or more",
married,34.0,pretty happy,"$25,000 or more",excellent
married,34.0,pretty happy,"$25,000 or more",good
married,29.0,pretty happy,"$25,000 or more",
never married,19.0,pretty happy,"$25,000 or more",excellent
married,31.0,pretty happy,"$25,000 or more",excellent
married,27.0,pretty happy,"$25,000 or more",
married,49.0,pretty happy,"$25,000 or more",good
married,23.0,pretty happy,"$20,000 to $24,999",
married,64.0,pretty happy,"$10,000 to $14,999",
never married,37.0,not too happy,"$3,000 to $3,999",poor
never married,40.0,pretty happy,"$3,000 to $3,999",good
never married,19.0,pretty happy,,fair
never married,31.0,very happy,"$8,000 to $9,999",
married,65.0,pretty happy,"$25,000 or more",good
never married,33.0,pretty happy,"$10,000 to $14,999",good
married,29.0,pretty happy,"$15,000 to $19,999",
married,68.0,pretty happy,,excellent
married,62.0,very happy,"$25,000 or more",good
divorced,65.0,not too happy,"$5,000 to $5,999",
married,76.0,pretty happy,"$25,000 or more",fair
married,41.0,very happy,"$25,000 or more",
divorced,34.0,pretty happy,"$15,000 to $19,999",good
never married,32.0,pretty happy,"$5,000 to $5,999",good
never married,26.0,not too happy,"$25,000 or more",
married,36.0,pretty happy,"$25,000 or more",good
never married,34.0,pretty happy,"$20,000 to $24,999",good
married,37.0,pretty happy,"$25,000 or more",
married,32.0,pretty happy,,good
never married,27.0,pretty happy,"$5,000 to $5,999",excellent
never married,30.0,pretty happy,"$25,000 or more",excellent
divorced,39.0,pretty happy,"$20,000 to $24,999",good
never married,33.0,pretty happy,"$25,000 or more",good
widowed,61.0,pretty happy,"$25,000 or more",good
widowed,79.0,pretty happy,"$10,000 to $14,999",
widowed,71.0,pretty happy,"$8,000 to $9,999",good
widowed,73.0,pretty happy,"$10,000 to $14,999",fair
never married,26.0,very happy,"$10,000 to $14,999",excellent
never married,20.0,pretty happy,"$20,000 to $24,999",good
married,39.0,not too happy,"$7,000 to $7,999",
divorced,39.0,pretty happy,"$8,000 to $9,999",excellent
never married,33.0,not too happy,"$4,000 to $4,999",
never married,26.0,pretty happy,,good
never married,26.0,pretty happy,"$8,000 to $9,999",good
widowed,59.0,very happy,"$4,000 to $4,999",good
never married,28.0,not too happy,"$3,000 to $3,999",fair
married,61.0,pretty happy,"$25,000 or more",
divorced,79.0,pretty happy,"$5,000 to $5,999",good
never married,21.0,very happy,"$15,000 to $19,999",good
married,57.0,pretty happy,"$10,000 to $14,999",good
married,45.0,pretty happy,"$20,000 to $24,999",
never married,31.0,pretty happy,"$25,000 or more",
married,64.0,very happy,"$15,000 to $19,999",good
married,28.0,pretty happy,"$25,000 or more",good
never married,22.0,very happy,"$25,000 or more",excellent
married,36.0,very happy,"$25,000 or more",good
married,78.0,pretty happy,"$10,000 to $14,999",good
married,63.0,pretty happy,"$20,000 to $24,999",good
never married,62.0,pretty happy,"$15,000 to $19,999",
married,63.0,very happy,"$25,000 or more",good
never married,48.0,very happy,"$25,000 or more",excellent
divorced,47.0,not too happy,"$25,000 or more",
never married,32.0,pretty happy,"$10,000 to $14,999",good
widowed,73.0,pretty happy,"$5,000 to $5,999",good
never married,30.0,not too happy,"$25,000 or more",
married,54.0,pretty happy,"$10,000 to $14,999",good
married,51.0,pretty happy,"$25,000 or more",
married,74.0,pretty happy,"$25,000 or more",good
married,42.0,pretty happy,"$25,000 or more",
married,48.0,pretty happy,"$25,000 or more",good
married,47.0,pretty happy,"$25,000 or more",
married,37.0,pretty happy,"$25,000 or more",good
divorced,51.0,very happy,"$25,000 or more",excellent
divorced,37.0,pretty happy,"$10,000 to $14,999",excellent
married,69.0,very happy,"$8,000 to $9,999",
widowed,89.0,very happy,"$25,000 or more",good
married,63.0,very happy,"$25,000 or more",good
married,62.0,pretty happy,"$25,000 or more",
married,48.0,pretty happy,"$20,000 to $24,999",excellent
married,81.0,pretty happy,,fair
married,30.0,pretty happy,"$25,000 or more",good
never married,20.0,pretty happy,"$10,000 to $14,999",good
married,24.0,not too happy,"$10,000 to $14,999",fair
divorced,40.0,pretty happy,"$15,000 to $19,999",good
married,29.0,pretty happy,"$25,000 or more",excellent
widowed,65.0,pretty happy,"$15,000 to $19,999",
divorced,31.0,not too happy,"$10,000 to $14,999",excellent
widowed,60.0,pretty happy,"$8,000 to $9,999",
separated,35.0,not too happy,"$25,000 or more",good
divorced,61.0,pretty happy,"$20,000 to $24,999",
married,32.0,very happy,"$25,000 or more",
married,40.0,pretty happy,"$20,000 to $24,999",good
married,38.0,not too happy,"$25,000 or more",
married,40.0,very happy,"$25,000 or more",excellent
married,32.0,pretty happy,"$25,000 or more",
married,32.0,very happy,"$25,000 or more",excellent
married,33.0,pretty happy,"$25,000 or more",
married,39.0,pretty happy,"$25,000 or more",good
divorced,58.0,pretty happy,"$25,000 or more",good
married,47.0,pretty happy,"$25,000 or more",good
married,50.0,very happy,"$25,000 or more",
married,52.0,pretty happy,"$25,000 or more",excellent
divorced,62.0,very happy,"$1,000 to $2,999",
divorced,56.0,pretty happy,"$10,000 to $14,999",good
divorced,43.0,very happy,"$25,000 or more",good
married,24.0,very happy,"$25,000 or more",
married,31.0,very happy,"$25,000 or more",excellent
married,74.0,pretty happy,,good
never married,30.0,very happy,"$25,000 or more",excellent
married,44.0,very happy,"$20,000 to $24,999",
married,31.0,very happy,"$25,000 or more",excellent
married,40.0,very happy,"$25,000 or more",
married,37.0,pretty happy,"$25,000 or more",fair
married,44.0,pretty happy,"$25,000 or more",good
married,41.0,pretty happy,"$25,000 or more",
married,46.0,pretty happy,"$25,000 or more",excellent
married,50.0,not too happy,"$15,000 to $19,999",
married,57.0,pretty happy,"$25,000 or more",excellent
married,75.0,very happy,,
married,33.0,very happy,"$25,000 or more",excellent
widowed,61.0,not too happy,"under $1,000",fair
married,29.0,pretty happy,"$25,000 or more",
married,45.0,very happy,"$25,000 or more",
married,61.0,pretty happy,"$20,000 to $24,999",good
married,81.0,pretty happy,"$10,000 to $14,999",fair
married,38.0,pretty happy,"$10,000 to $14,999",
married,89.0,pretty happy,"$25,000 or more",fair
widowed,81.0,pretty happy,,fair
married,74.0,not too happy,"$10,000 to $14,999",
married,30.0,pretty happy,"$5,000 to $5,999",fair
married,39.0,very happy,"$25,000 or more",excellent
married,56.0,not too happy,"$25,000 or more",fair
married,42.0,very happy,"$25,000 or more",
divorced,58.0,very happy,"$25,000 or more",
married,30.0,pretty happy,"$25,000 or more",good
widowed,84.0,pretty happy,"$5,000 to $5,999",
divorced,58.0,very happy,"$8,000 to $9,999",
married,31.0,very happy,"$1,000 to $2,999",fair
never married,28.0,not too happy,"$20,000 to $24,999",good
widowed,71.0,not too happy,"$3,000 to $3,999",fair
divorced,40.0,pretty happy,"under $1,000",
separated,31.0,pretty happy,"under $1,000",good
never married,49.0,pretty happy,"$25,000 or more",excellent
never married,22.0,pretty happy,"$8,000 to $9,999",
married,38.0,pretty happy,"$25,000 or more",good
married,30.0,pretty happy,"$20,000 to $24,999",fair
divorced,55.0,pretty happy,"$20,000 to $24,999",fair
separated,37.0,pretty happy,"$6,000 to $6,999",
never married,21.0,very happy,,excellent
married,44.0,pretty happy,"$25,000 or more",
married,47.0,very happy,"$25,000 or more",good
never married,32.0,not too happy,"$10,000 to $14,999",
never married,32.0,pretty happy,"$25,000 or more",excellent
married,25.0,very happy,"$25,000 or more",
married,29.0,pretty happy,"$15,000 to $19,999",good
divorced,47.0,pretty happy,"$25,000 or more",good
married,32.0,pretty happy,"$25,000 or more",
married,44.0,very happy,"$25,000 or more",good
divorced,34.0,pretty happy,"$25,000 or more",excellent
married,38.0,very happy,"$25,000 or more",
divorced,42.0,very happy,"$25,000 or more",fair
never married,22.0,pretty happy,"$25,000 or more",excellent
separated,30.0,pretty happy,"$15,000 to $19,999",
never married,23.0,pretty happy,"$25,000 or more",good
never married,24.0,pretty happy,"$25,000 or more",
married,68.0,very happy,"$25,000 or more",good
never married,23.0,pretty happy,"$10,000 to $14,999",good
never married,39.0,very happy,"$25,000 or more",excellent
never married,23.0,very happy,"$25,000 or more",excellent
married,52.0,pretty happy,"$15,000 to $19,999",good
married,67.0,pretty happy,"$25,000 or more",
married,35.0,pretty happy,"$25,000 or more",poor
married,29.0,pretty happy,"$25,000 or more",excellent
divorced,79.0,not too happy,"$4,000 to $4,999",
divorced,38.0,pretty happy,"$10,000 to $14,999",good
never married,32.0,pretty happy,"$25,000 or more",good
widowed,82.0,very happy,"$7,000 to $7,999",
widowed,88.0,pretty happy,"$6,000 to $6,999",fair
married,55.0,pretty happy,"$20,000 to $24,999",
never married,57.0,pretty happy,"$10,000 to $14,999",fair
divorced,37.0,pretty happy,"$10,000 to $14,999",fair
divorced,26.0,pretty happy,,
married,47.0,very happy,"$25,000 or more",excellent
divorced,40.0,very happy,"$25,000 or more",
widowed,67.0,pretty happy,,
married,18.0,pretty happy,"$1,000 to $2,999",
married,44.0,pretty happy,"$8,000 to $9,999",good
never married,42.0,very happy,"$25,000 or more",
married,69.0,very happy,,excellent
never married,37.0,pretty happy,"$25,000 or more",
married,70.0,very happy,"$25,000 or more",good
widowed,71.0,very happy,"$20,000 to $24,999",
married,73.0,pretty happy,"$6,000 to $6,999",poor
divorced,58.0,pretty happy,"$8,000 to $9,999",poor
